user_id,movie_id,rating,timestamp
269,959,5,891457067
682,135,4,888517484
323,199,4,878739953
428,908,4,885944024
474,210,5,887928562
924,134,4,885457827
684,218,1,878232961
354,1119,4,891307114
195,143,5,875771441
804,168,5,879442377
273,347,4,891293008
766,53,4,891310281
217,578,5,889070087
786,222,4,882842044
210,210,5,887730532
286,173,4,877531407
607,498,4,883879556
871,300,4,888192971
393,732,4,889555272
224,727,4,888082682
305,357,5,886323189
468,31,3,875287615
43,174,4,875975687
377,689,3,891297256
64,235,4,889740567
332,222,4,887916529
624,742,4,879793093
781,195,4,879633942
158,742,4,880134261
551,552,3,892784259
870,1008,3,879377028
621,63,1,874963445
314,73,4,877889205
498,288,3,881953815
830,310,4,891462185
7,44,5,891351728
804,133,3,879445904
600,89,5,888451492
592,597,2,882609056
680,100,3,877075214
436,174,3,887769335
472,1119,5,875983023
825,825,4,881187129
325,1523,4,891478504
665,357,4,884293979
880,185,5,880241355
650,183,4,891369924
79,902,3,891271086
650,69,2,891382877
360,181,4,880355353
441,300,3,891035056
752,294,3,891208261
927,15,5,879177509
13,828,1,882399218
721,471,5,877138200
798,420,3,876175937
313,423,4,891013939
1,8,1,875072484
238,257,4,883576261
499,312,4,882995923
774,450,2,888557557
505,468,4,889334096
279,1121,4,875310101
85,531,4,879454112
393,393,3,889731064
416,1147,4,888702100
435,561,2,884133064
922,550,3,891450805
330,376,4,876547378
186,405,3,879023677
479,210,4,889125866
747,91,5,888640820
416,220,4,878879168
406,294,3,879445250
474,198,3,887925621
109,15,4,880577868
182,237,3,885613067
919,878,2,875288443
399,755,2,882344757
315,202,3,879821037
82,539,3,884713704
543,647,3,874864182
916,217,4,880845282
805,222,4,881694823
796,1074,1,893047691
659,675,4,891386936
650,581,2,891370155
870,435,3,880584549
207,787,3,876079054
334,276,4,891545089
450,663,4,882373019
507,118,5,889966127
187,197,4,879465597
914,371,4,887122029
346,423,4,874949057
5,174,5,875636130
770,240,2,875972582
332,174,5,888359866
851,157,4,875731605
115,654,5,881171409
477,553,5,875941155
634,508,4,880067125
276,627,3,874792907
407,255,4,884197052
847,220,4,878939327
361,794,3,879441033
92,1074,3,875907535
133,749,4,890588720
697,129,5,882622016
320,576,3,884749411
527,4,2,879456162
682,1305,3,888522021
912,602,5,875965981
181,224,1,878962623
680,203,3,876816162
347,357,5,881653774
197,879,4,891409535
311,416,4,884365853
207,540,3,880161839
360,302,4,880353526
846,71,4,883948141
288,230,2,886629664
453,79,3,888207161
682,554,3,888521116
919,419,5,875374269
676,257,5,892686220
60,163,4,883327566
930,16,1,879534925
491,657,5,891189306
344,203,4,884901328
145,636,4,875272050
653,410,1,878855024
28,219,5,881961728
5,383,3,875636588
104,333,2,888442305
234,381,3,892335739
577,102,4,880475043
69,748,2,882027304
682,520,4,888519725
174,284,4,886433771
292,174,5,881105481
921,228,3,884673823
326,1231,3,879877039
77,431,5,884733695
894,171,3,882404595
807,422,4,893082741
696,315,5,886403578
81,726,4,876534505
308,293,4,887741415
239,269,5,889181247
536,483,4,882359625
727,89,5,883711298
704,131,5,891398726
896,800,3,887161448
716,494,5,879795542
577,56,3,880474934
708,740,5,877325687
774,241,4,888557237
587,689,1,892871438
222,118,4,877563802
119,226,3,887038665
597,181,4,875340062
243,509,4,879988369
640,827,3,886474833
429,195,4,882385519
503,285,4,884637911
326,161,3,879875873
10,483,5,877889333
782,1315,3,891499440
222,934,2,877563758
160,671,5,876859778
454,76,1,888266433
764,278,4,876243343
654,153,4,887864414
450,3,4,882398220
617,134,3,883788900
161,272,5,891170514
214,93,4,892668249
721,162,2,877147503
941,258,4,875048495
591,286,4,891030956
838,289,5,887061035
715,778,2,875965171
393,245,3,887742145
496,554,2,876070997
385,653,4,881948265
291,1188,4,874835165
171,258,4,891034801
624,898,1,891961380
330,255,4,876544278
712,204,4,874956810
286,1504,4,877534903
450,748,4,882370410
843,527,3,879448138
398,712,2,875736732
125,82,5,879454386
804,597,3,879444011
405,593,1,885549790
903,820,4,891031768
271,241,3,885849207
868,403,2,877111837
896,175,2,887159603
145,100,5,875270458
605,496,5,879424600
521,421,4,885254070
836,289,1,885753691
916,1011,4,880843666
363,1014,1,891499760
422,334,4,877162682
3,322,3,889237269
648,675,2,884883424
389,285,5,879916076
411,172,5,892845604
286,929,4,876522098
68,763,1,876973917
648,619,3,882211301
513,739,5,885063056
507,252,5,889966054
561,744,3,885809781
524,606,4,884634968
543,59,4,875659256
341,1527,4,890757717
316,97,5,880854142
796,586,3,893049257
544,1280,3,884795542
442,288,4,883390048
11,722,3,891905349
440,512,3,891578059
113,116,3,875076246
764,9,4,876242649
257,676,4,882050006
435,4,4,884132146
767,207,5,891462759
121,937,4,891389924
336,108,3,877757320
213,64,5,878955680
540,762,4,882157545
10,447,4,877891747
59,684,3,888204553
597,235,4,875340062
299,615,4,878192555
666,4,5,880314477
268,1314,2,875744289
394,230,3,881132958
691,748,4,875542868
97,655,5,884238860
645,173,4,892053748
583,286,4,879384052
747,418,5,888639102
346,302,3,877231140
232,44,4,888549412
943,282,5,875502230
911,210,3,892839745
889,175,4,880180101
776,182,3,891628773
786,71,5,882843786
301,183,3,882076291
937,283,4,876769212
21,668,1,874951761
858,293,3,880932692
293,297,4,888905034
650,525,3,891369954
650,54,2,891385876
829,286,4,891204271
145,717,3,888398702
844,625,3,877388040
246,993,3,884920770
402,1101,4,876267234
174,862,1,886515172
82,523,5,878769373
361,216,5,879440740
437,219,3,880143663
94,88,3,891721942
343,38,3,876406257
758,405,4,881978635
801,294,5,890332748
236,28,4,890116539
499,414,3,885599533
33,313,5,891963290
181,1009,1,878963276
363,71,3,891495301
712,1053,4,874730490
76,150,5,875028880
869,298,3,884491734
92,631,4,875658112
160,564,3,876861799
393,1168,3,889729346
332,322,4,887916365
692,25,4,876953340
939,689,5,880260636
181,336,2,878961709
918,630,3,891988672
308,164,4,887738664
846,468,4,883948949
244,764,5,880605158
864,106,3,877214236
916,236,4,880843482
43,203,4,883955224
64,269,5,879365313
234,45,4,892079140
566,82,4,881650709
280,241,2,891700945
219,664,5,889403761
385,218,2,879447361
141,619,4,884585039
59,1050,2,888205188
397,338,4,882839517
496,190,5,876072632
130,328,4,874953525
354,306,5,891180445
493,151,3,884130516
868,64,5,877103548
318,70,5,884496368
429,709,4,882385267
435,603,3,884131118
158,803,3,880134848
749,986,3,878850107
385,143,3,879446465
104,307,2,888442249
493,687,1,884130055
496,151,3,876067445
327,433,4,887818991
526,302,5,885681860
782,245,4,891498139
490,547,4,875428765
261,326,4,890454279
577,471,3,880471640
901,194,5,877131342
13,781,3,882399528
234,40,2,892335894
1,235,5,875071589
99,121,3,885679261
327,85,2,887819507
239,498,4,889179623
307,153,5,875681145
69,1143,5,882072998
136,89,4,882848925
542,237,4,886532238
663,56,5,889493502
886,214,3,876032072
916,237,3,880843419
416,924,5,893212623
899,732,3,884122776
332,298,4,887916575
429,566,3,882386357
521,230,3,885254250
435,824,1,884134627
298,257,4,884126240
264,430,5,886123531
564,292,4,888718546
756,419,3,874830513
809,302,5,891036743
537,698,3,886031178
171,346,4,891034835
830,510,4,891561673
747,94,4,888733537
436,425,4,887769335
655,239,2,887428507
512,56,5,888579996
548,250,5,891044304
186,12,1,879023460
537,419,2,886031342
532,508,4,888636373
650,523,3,891382066
294,273,3,877819421
399,77,2,882349094
450,47,3,882394180
869,411,4,884492828
839,475,5,875751856
276,653,5,874795729
688,326,5,884153606
833,201,4,875134150
379,644,5,880961648
90,514,3,891384423
542,744,2,886532676
521,833,2,884476869
848,899,3,887037471
523,954,5,883702474
92,475,5,875640148
181,1369,1,878962199
104,311,1,888442112
155,988,2,879371261
543,480,4,876896210
478,235,2,889388357
450,908,1,885945114
279,1376,4,886016680
524,192,4,884634877
308,85,4,887741245
286,462,5,877531537
650,133,4,891381546
619,1016,4,885953826
682,471,3,888517537
606,225,1,880923349
269,58,2,891447842
303,1270,1,879485770
504,419,3,887832643
7,365,4,891353744
381,16,4,892697266
690,431,2,881179856
26,1011,3,891371597
308,634,4,887737334
649,181,4,891440309
396,455,2,884646582
579,88,4,880952440
6,135,5,883600747
13,238,3,881515411
605,118,3,879429729
521,298,3,884476126
880,287,4,892958966
22,732,4,878886710
130,33,5,876252087
457,192,5,882395018
92,234,4,875654297
75,864,4,884049876
868,173,4,877107961
21,396,2,874951798
379,419,4,880525794
730,875,2,880310201
399,591,3,882340599
660,84,2,891201823
159,299,3,893256013
600,720,3,888452151
269,148,1,891446443
44,50,5,878341246
184,357,5,889913687
534,276,5,877807873
763,737,2,878919055
174,143,5,886515457
881,523,4,876537825
272,654,5,879454977
342,1170,3,875319659
211,526,4,879459952
417,1,4,879646413
313,144,4,891015144
880,156,4,880243680
239,185,4,889178688
567,298,4,882426279
452,969,2,875276006
553,603,5,879948695
646,319,3,888529054
280,756,4,891701649
880,1446,4,880174705
734,607,5,891023066
749,133,4,878849052
784,898,4,891387895
597,1,3,875339723
256,769,5,882164955
388,1,5,886436813
234,1455,2,892318158
553,485,3,879948695
445,1,3,891199749
650,482,3,891385775
640,720,3,874778612
536,486,4,882359652
847,317,3,878940732
363,746,4,891495630
598,258,5,886711452
374,468,4,880396359
537,459,3,886030381
899,83,4,884121214
613,126,5,891227338
802,448,3,875985686
378,806,4,880045760
286,924,4,876521773
76,325,2,878101114
465,318,4,883531487
532,588,5,893119415
774,28,3,888556698
325,383,1,891480034
605,124,3,879365748
735,286,5,876697561
840,582,5,891204265
293,405,1,888905198
532,117,5,893119335
299,813,4,878192192
795,436,3,883767338
664,518,4,876524290
767,22,4,891462614
634,1047,3,875729668
423,1134,4,891395684
838,45,4,887066644
851,815,3,874767550
435,268,5,884130688
197,333,2,891409111
54,546,3,880937583
749,148,3,878850212
771,28,5,880659392
193,280,4,889124016
327,246,4,887744384
246,181,5,884920978
402,12,4,876266826
343,8,5,876404836
615,14,5,879448016
347,1059,3,881652813
90,70,5,891383866
891,866,5,883489497
927,380,5,879196283
913,9,5,881725816
685,299,2,879451540
436,790,3,887770428
859,287,5,885775358
628,330,5,880777096
121,508,4,891388333
879,1047,2,887761477
411,655,4,891035639
796,751,5,892611979
537,937,3,886029488
179,538,4,892151231
110,397,3,886988688
673,323,2,888787508
545,50,5,879898644
786,416,4,882843534
936,898,1,886831535
180,658,5,877355598
621,143,2,874965208
917,246,4,882910971
221,128,3,875246209
644,977,4,889076922
214,307,3,891542735
602,181,5,888638547
72,187,4,880036638
764,747,3,876246291
705,1043,5,883427857
387,844,5,886480484
457,70,4,882396935
892,661,5,886608473
145,328,5,875270006
439,282,3,882893859
309,286,4,877370383
437,435,3,881001945
406,657,5,884630493
183,1217,3,891466405
327,237,4,887745494
308,238,5,887736843
339,94,2,891036423
244,215,4,880603242
351,895,3,883356591
934,152,4,891194303
392,1258,1,891038247
699,308,4,879382955
608,507,3,880403899
393,560,3,889728584
437,1161,4,880141770
553,507,3,879948831
265,815,3,875320424
881,94,2,876539020
690,1041,3,881177804
119,472,4,874775406
541,376,3,883866210
537,317,3,886031786
312,601,5,891699067
22,110,1,878887157
73,286,4,888792192
405,1484,1,885547690
353,316,5,891402757
805,217,2,881695293
896,229,4,887160399
622,28,3,882592314
279,393,1,875314093
592,730,4,882956011
886,228,4,876031601
22,29,1,878888228
521,69,3,884477727
537,894,1,886029526
699,224,3,878883249
435,101,3,884132184
595,979,3,886921847
458,304,4,889323982
104,237,3,888465263
387,581,4,886483394
420,478,3,891356864
197,403,3,891410038
697,328,5,882621486
655,1131,5,887428772
479,651,5,889125921
151,443,5,879524947
181,871,2,878963168
213,234,4,878955373
526,271,3,885682124
259,357,5,874725485
339,7,4,891032952
104,546,1,888465491
738,470,4,875350551
303,50,5,879466866
321,493,4,879441110
139,296,4,879538218
119,382,5,874781742
43,648,5,883955293
279,550,4,880850073
432,258,4,889416657
527,172,5,879456490
786,195,4,882843312
882,409,4,879863031
291,181,5,874805804
94,338,4,891725030
780,187,5,891363904
385,1010,3,879440127
6,495,4,883601366
821,100,2,874792285
456,1248,3,881374767
551,157,4,892782765
379,135,4,880524886
194,657,4,879521328
442,98,4,883389983
165,651,5,879525961
933,569,1,874938850
535,170,4,879618160
268,544,3,875743090
416,132,4,876699652
314,949,4,877890428
419,269,4,879435190
394,216,3,880888063
630,820,4,885667391
487,50,4,883442018
456,56,5,881373353
28,227,4,881961393
804,206,3,879445440
878,553,3,880869303
221,92,4,875245989
77,519,5,884752874
451,681,1,879012773
653,205,1,880150126
131,845,4,883681351
906,823,3,879435664
76,60,4,875028007
241,288,5,887249745
332,38,2,888360488
555,25,4,879963127
174,905,3,890168415
695,995,4,888806150
130,63,4,876252521
15,748,3,879455262
782,272,5,891497698
15,121,3,879456168
764,71,5,876429672
405,1209,3,885547645
374,186,5,880395604
324,846,5,880575715
663,455,2,889492679
272,172,4,879455043
412,193,4,879717549
181,840,1,878963204
181,289,4,878961332
432,410,4,889415895
653,597,4,878854810
735,1,4,876698796
566,54,3,881651013
916,188,3,880844789
910,300,4,881420194
701,326,4,891446707
463,1017,2,877385731
759,405,4,881476969
293,404,4,888907122
825,249,3,880755693
45,1061,2,881016056
642,1126,1,885603495
392,258,2,891037531
511,343,3,890004892
438,245,5,879867960
451,886,4,879012773
856,347,2,891489217
497,121,4,879310581
293,809,2,888908117
934,316,4,891188727
45,50,5,881007272
853,323,3,879364883
815,182,3,878693424
251,50,5,886272086
931,750,5,891037521
786,376,3,882844096
647,604,4,876537591
497,141,3,879363611
883,227,3,891696930
510,358,1,887667780
288,272,5,889225463
751,83,5,889134705
250,288,4,878088970
682,806,3,888523658
26,683,3,891350372
7,241,4,891354053
846,542,3,883950712
87,231,3,879876110
867,51,3,880079142
880,1518,2,880242422
387,76,3,886484215
87,566,5,879875775
506,792,2,874876598
92,576,2,875813171
354,847,3,891216713
346,780,2,875264904
405,1563,1,885549635
716,199,4,879796096
457,248,4,882393008
59,647,5,888205336
119,407,3,887038665
409,59,5,881108455
130,28,4,875217172
639,655,3,891239406
5,408,5,878844495
117,1012,4,881008815
715,252,1,875962049
557,252,3,880485846
846,178,4,883947630
425,38,3,878738757
642,234,1,885603662
610,28,4,888703258
878,136,4,880866241
674,866,5,887763062
846,269,5,883946315
64,1,4,879366214
90,312,4,891383319
653,219,1,880152780
916,24,2,880843419
327,111,4,887819462
90,127,4,891383561
732,321,3,882590201
145,98,5,875271896
286,56,2,877531469
406,85,2,880131875
488,429,4,891375991
25,7,4,885853155
90,259,2,891382392
416,824,2,876697592
620,404,4,889988232
543,95,3,874865728
324,9,5,880575449
429,200,3,882386333
621,940,3,874963166
502,263,1,883702448
551,229,5,892784779
781,174,5,879634256
87,48,4,879875649
676,538,4,892685437
13,838,1,882397742
373,196,5,877098487
493,369,2,884130271
934,4,5,891195713
122,469,5,879270644
666,300,3,880138702
488,510,4,891294854
679,527,4,884486985
543,796,3,877550790
405,1546,1,885549408
916,42,5,880844958
709,427,4,879846489
145,284,4,888398104
416,592,3,892441347
478,1048,4,889388357
263,96,4,891298336
150,13,4,878746889
489,988,3,891446982
749,227,4,878848189
6,213,4,883602462
703,257,5,875242990
660,1135,2,891201675
416,531,5,893212572
846,792,4,883948221
308,611,4,887738971
279,762,3,875297199
166,748,2,886397751
44,197,4,878347420
932,855,5,891249109
119,272,5,886611471
747,282,2,888640475
868,180,4,877104913
829,151,4,891990672
87,871,4,879876734
308,1126,3,887738268
711,1117,4,883589726
107,323,1,891264566
772,344,4,889028581
448,270,5,891888137
653,294,2,878853618
11,402,4,891904662
201,285,4,884114471
419,191,4,879435590
537,182,4,886030862
551,944,2,892784320
165,223,4,879525894
399,395,3,882350733
286,390,1,889652378
313,482,5,891016193
119,328,4,876923913
916,58,5,880844291
405,1409,1,885549045
529,294,4,882535466
293,657,4,888905582
312,524,5,891699345
363,70,2,891496373
336,1057,4,877757373
561,1294,1,891710133
942,750,4,891282355
453,122,3,877553532
655,690,2,887477489
614,25,1,879464376
447,410,2,878854630
308,480,4,887736532
297,209,4,875239535
435,385,5,884131771
706,181,4,880997105
197,56,1,891409799
313,616,5,891015049
592,204,5,882956158
452,515,4,875261747
796,86,5,893047321
545,328,4,879898301
585,1512,5,891283000
709,697,5,879847946
802,358,3,875984722
354,480,4,891217897
48,243,3,879434330
1,258,5,878873389
497,526,3,879362478
181,242,1,878961814
655,735,3,887427338
792,844,4,877910822
151,724,4,879542270
361,276,4,879441417
492,531,4,879969539
324,879,4,880575234
359,273,4,886453325
618,815,4,891309552
833,647,4,875123427
152,22,5,882828490
327,65,2,887747617
606,150,4,878143246
283,588,4,879297965
416,591,5,893212895
387,233,3,886483151
119,56,4,874781198
846,1218,4,883950434
666,194,3,880139348
826,2,3,885690713
577,436,4,880475339
89,15,5,879441307
346,616,1,874948890
897,588,4,879990877
793,815,3,875103901
757,403,4,888466461
528,203,4,888522613
389,80,3,880614254
160,129,4,876768828
435,659,4,884131515
280,128,3,891701188
721,266,3,877136967
486,151,2,879875041
507,690,4,889964074
858,292,3,879459087
243,86,5,879989217
13,906,3,891749765
71,64,4,885016536
21,674,2,874951897
918,747,3,891988705
783,269,4,884326274
284,286,4,885328727
912,616,3,875966065
943,840,4,888693104
552,977,3,879222033
292,657,5,881103711
846,559,5,883949200
650,99,4,891372365
671,147,1,884035992
370,650,5,879435369
931,181,4,891036786
806,923,3,882389080
291,8,4,874871766
837,328,4,875721604
531,245,4,887049049
243,511,5,879989217
643,168,5,891447157
942,435,5,891282931
75,294,3,884049758
58,199,4,891611501
189,96,5,893265971
51,203,4,883498685
398,63,2,875732862
378,151,3,880044385
188,357,4,875073647
289,222,2,876789463
10,496,5,877889005
536,79,4,882359813
547,319,4,891282926
279,90,3,875314287
102,300,3,875886434
305,168,4,886323115
89,815,4,879441637
773,153,5,888539425
545,520,4,884133794
866,896,2,891221006
766,187,4,891309053
655,1085,2,888813416
435,826,2,884134713
417,1230,2,880953088
339,661,5,891033830
303,183,5,879466866
70,28,4,884065757
237,169,5,879376381
916,756,3,880843892
389,1041,3,880088269
373,401,4,877106711
717,291,4,884642479
849,118,5,879695153
334,1051,4,891545347
610,283,3,888703316
934,648,3,891190695
7,205,5,891351585
378,294,2,880043804
15,929,1,879456168
244,724,4,880605638
638,121,4,876694995
898,243,1,888294707
317,268,3,891446371
542,523,4,886532788
453,1037,1,888206630
277,742,4,879543845
453,33,4,877561522
682,167,2,888522101
786,211,4,882843500
455,736,3,879112460
371,24,4,877487500
452,480,5,875261261
237,211,4,879376515
174,269,5,886432811
263,215,4,891298273
242,331,5,879741340
932,144,3,891249710
444,328,5,890247082
604,448,5,883668261
882,185,5,879877245
59,425,4,888204928
217,222,5,889069944
737,474,5,884314740
44,507,3,878347392
457,282,4,882392785
745,302,4,880122475
21,217,3,874951727
932,474,5,891250418
586,200,4,884060941
537,570,2,886031831
234,731,2,892336194
309,334,4,877370356
381,652,5,892696252
525,7,3,881086051
363,1013,3,891499875
383,505,4,891193042
373,97,3,877099178
345,559,1,884901497
738,22,3,875349713
416,392,5,893213444
1,107,4,875241619
548,333,4,891042624
344,486,4,884901156
299,294,2,877618584
25,114,5,885852218
201,181,2,884112245
655,55,2,887429302
60,160,4,883326525
940,294,4,884801316
102,530,3,888801577
413,255,3,879969791
542,435,4,886532818
280,217,3,891701832
26,240,3,891377468
374,176,4,880937692
450,208,5,882377358
664,328,3,876523314
532,318,5,893119439
5,94,3,878844651
388,682,4,886439808
234,634,4,892079910
792,546,3,877910353
279,554,1,875314231
22,871,3,878886750
682,161,3,888522542
343,63,4,876406062
201,77,2,884140788
80,205,5,887401533
769,597,2,885424001
111,333,4,891680028
259,928,4,874724937
545,404,4,884133839
658,117,4,875145879
343,86,5,876404836
650,204,4,891369707
738,203,3,892958137
49,741,4,888068079
676,270,4,892685489
694,82,5,875728345
606,628,4,878143729
943,541,4,888639954
63,284,3,875747581
328,331,4,885045085
651,995,1,880126547
402,118,4,876267096
622,364,1,882672922
417,1039,3,879647196
586,651,3,884059287
75,409,3,884050829
885,662,3,885714362
67,105,4,875379683
484,136,5,891194766
776,276,4,892313295
92,433,5,875654665
301,172,5,882076403
25,480,4,885852008
650,494,3,891371153
903,234,4,891033808
863,269,3,889288973
116,333,2,876452054
649,254,4,891440695
7,11,3,891352451
436,581,4,887772060
70,423,5,884066910
44,216,1,883613297
269,729,2,891448569
303,368,1,879544340
805,527,3,881698798
254,625,3,886473808
56,1047,4,892911290
632,288,3,879458977
398,176,4,875725256
120,148,3,889490499
537,13,4,886029806
133,294,3,890588852
402,204,5,876267206
622,249,5,882590394
758,168,5,881975416
192,25,4,881367618
476,1037,1,883365384
525,127,3,881085647
109,385,4,880577961
457,31,4,882397543
275,101,4,875154535
254,90,1,886475406
399,1459,3,882345473
488,651,5,891294014
654,275,5,887863394
181,1321,1,878962200
211,457,4,879437184
10,116,4,877888944
775,348,3,891032804
921,560,2,879380981
148,163,4,877021402
268,204,3,875310311
753,300,1,891401167
83,249,2,887664680
685,337,2,879451401
323,327,4,878738910
195,152,3,890589490
325,32,3,891478665
619,307,2,885953601
346,1210,3,875265335
157,476,1,886891173
381,705,5,892696209
62,715,2,879375912
682,552,3,888520977
798,826,5,875295695
716,630,4,879796138
645,286,4,892051844
624,127,4,879792322
14,477,4,879119311
414,11,5,884999347
592,1009,3,882608662
235,196,3,889655162
655,1267,2,887427840
395,89,5,883764264
59,1,2,888203053
523,167,4,883702233
406,372,4,880131929
648,304,5,884363798
487,546,3,883444674
334,525,5,891545876
225,480,5,879540748
139,307,4,879537876
295,743,4,879518674
465,481,4,883529984
505,313,5,889332743
224,321,2,888082134
409,631,3,881108077
504,1110,2,887911583
503,275,5,879438411
393,792,1,889729346
504,1037,1,887912584
437,197,5,880141962
303,654,5,879467328
378,569,3,880056736
284,313,3,885328727
934,624,4,891193290
92,595,3,886443534
844,403,3,877387825
118,55,5,875385099
200,931,3,891825627
701,289,4,891446857
1,178,5,878543541
612,202,2,875325221
403,471,5,879785822
663,655,4,889493869
275,258,3,875154310
334,1411,1,891549434
457,144,5,882397494
215,692,3,891436277
539,275,4,879787917
592,527,5,882955889
479,195,4,879460939
859,476,5,885775727
447,484,5,878856457
264,382,4,886123596
79,303,4,891271203
655,53,2,887429812
152,790,5,884018821
564,344,4,888718521
551,260,5,892775869
296,20,5,884196921
334,89,4,891545898
825,595,3,889021134
334,744,3,891545108
854,288,5,882814571
301,684,3,882077330
472,768,5,875982771
615,732,4,879449211
548,991,1,891044050
672,756,2,879789244
497,386,2,879363111
661,58,4,886841865
533,265,3,879191563
216,144,4,880234639
709,567,2,879848272
149,269,5,883512557
456,1324,4,881371720
380,573,1,885480737
405,555,1,885546835
160,926,2,876769148
286,357,4,877531537
315,645,4,879821065
530,195,3,883784105
605,678,1,879366335
390,126,5,879694123
545,491,3,884134035
333,894,3,891045496
276,541,3,874792520
195,558,3,890589408
90,889,3,891382731
405,232,4,885547314
532,746,5,893119438
458,307,4,889323481
342,56,5,874984315
671,553,5,884036846
939,257,5,880260805
715,743,2,875962806
894,475,3,880416176
821,405,4,874793022
653,581,1,880152819
80,466,5,887401701
393,25,2,887744294
653,520,3,880151488
506,465,4,874874630
738,550,3,875351603
682,204,3,888521413
925,567,3,884718156
421,674,5,892241687
846,1439,2,883950463
99,172,5,885679952
890,194,5,882402774
26,323,2,891349184
482,346,3,887644022
256,1119,3,882165032
878,258,3,880865562
453,475,5,877552514
271,487,4,885848770
527,181,4,879456464
922,471,3,891453501
601,141,4,876350443
886,762,5,876033228
303,1086,1,879468021
790,1048,4,884462692
262,185,3,879793164
577,230,3,880474357
457,161,4,882397829
234,268,2,891033261
308,739,4,887739639
64,22,4,889737376
788,708,2,880869908
70,298,5,884064134
130,1019,4,875801530
696,178,4,886404542
876,288,3,879428101
926,258,4,888636202
432,508,5,889415853
655,271,3,887425103
932,173,3,891250337
875,651,5,876466687
885,739,4,885715241
5,454,1,875721432
393,1228,3,889728074
618,313,4,891306927
267,56,5,878972493
764,1221,4,876430033
458,410,1,886394778
815,588,5,878693906
91,515,5,891439090
301,692,3,882076619
178,729,4,882827020
